date,value,cpi_series
1954-07-01,28.4,Food
1954-08-01,28.3,Food
1954-09-01,28.0,Food
1954-10-01,27.9,Food
1954-11-01,27.9,Food
1954-12-01,27.8,Food
1955-01-01,27.8,Food
1955-02-01,28.0,Food
1955-03-01,28.0,Food
1955-04-01,28.0,Food
1955-05-01,27.9,Food
1955-06-01,27.7,Food
1955-07-01,27.7,Food
1955-08-01,27.6,Food
1955-09-01,27.8,Food
1955-10-01,27.7,Food
1955-11-01,27.6,Food
1955-12-01,27.6,Food
1956-01-01,27.5,Food
1956-02-01,27.5,Food
1956-03-01,27.5,Food
1956-04-01,27.6,Food
1956-05-01,27.8,Food
1956-06-01,28.1,Food
1956-07-01,28.4,Food
1956-08-01,28.2,Food
1956-09-01,28.2,Food
1956-10-01,28.3,Food
1956-11-01,28.4,Food
1956-12-01,28.5,Food
1957-01-01,28.4,Food
1957-02-01,28.7,Food
1957-03-01,28.6,Food
1957-04-01,28.6,Food
1957-05-01,28.7,Food
1957-06-01,28.9,Food
1957-07-01,29.1,Food
1957-08-01,29.4,Food
1957-09-01,29.2,Food
1957-10-01,29.2,Food
1957-11-01,29.2,Food
1957-12-01,29.2,Food
1958-01-01,29.8,Food
1958-02-01,29.9,Food
1958-03-01,30.5,Food
1958-04-01,30.6,Food
1958-05-01,30.5,Food
1958-06-01,30.3,Food
1958-07-01,30.2,Food
1958-08-01,30.1,Food
1958-09-01,30.0,Food
1958-10-01,30.0,Food
1958-11-01,30.0,Food
1958-12-01,29.9,Food
1959-01-01,30.0,Food
1959-02-01,29.8,Food
1959-03-01,29.7,Food
1959-04-01,29.5,Food
1959-05-01,29.5,Food
1959-06-01,29.7,Food
1959-07-01,29.6,Food
1959-08-01,29.6,Food
1959-09-01,29.7,Food
1959-10-01,29.7,Food
1959-11-01,29.7,Food
1959-12-01,29.6,Food
1960-01-01,29.6,Food
1960-02-01,29.5,Food
1960-03-01,29.6,Food
1960-04-01,30.0,Food
1960-05-01,30.0,Food
1960-06-01,30.0,Food
1960-07-01,29.9,Food
1960-08-01,30.0,Food
1960-09-01,30.1,Food
1960-10-01,30.3,Food
1960-11-01,30.5,Food
1960-12-01,30.5,Food
1961-01-01,30.5,Food
1961-02-01,30.5,Food
1961-03-01,30.5,Food
1961-04-01,30.4,Food
1961-05-01,30.3,Food
1961-06-01,30.2,Food
1961-07-01,30.3,Food
1961-08-01,30.3,Food
1961-09-01,30.3,Food
1961-10-01,30.3,Food
1961-11-01,30.3,Food
1961-12-01,30.3,Food
1962-01-01,30.4,Food
1962-02-01,30.5,Food
1962-03-01,30.6,Food
1962-04-01,30.7,Food
1962-05-01,30.6,Food
1962-06-01,30.5,Food
1962-07-01,30.4,Food
1962-08-01,30.6,Food
1962-09-01,30.9,Food
1962-10-01,30.8,Food
1962-11-01,30.9,Food
1962-12-01,30.7,Food
1963-01-01,31.0,Food
1963-02-01,31.1,Food
1963-03-01,31.0,Food
1963-04-01,30.9,Food
1963-05-01,30.9,Food
1963-06-01,31.0,Food
1963-07-01,31.2,Food
1963-08-01,31.2,Food
1963-09-01,31.1,Food
1963-10-01,31.0,Food
1963-11-01,31.2,Food
1963-12-01,31.3,Food
1964-01-01,31.4,Food
1964-02-01,31.4,Food
1964-03-01,31.4,Food
1964-04-01,31.4,Food
1964-05-01,31.4,Food
1964-06-01,31.4,Food
1964-07-01,31.5,Food
1964-08-01,31.4,Food
1964-09-01,31.6,Food
1964-10-01,31.6,Food
1964-11-01,31.7,Food
1964-12-01,31.7,Food
1965-01-01,31.6,Food
1965-02-01,31.5,Food
1965-03-01,31.7,Food
1965-04-01,31.8,Food
1965-05-01,32.1,Food
1965-06-01,32.6,Food
1965-07-01,32.5,Food
1965-08-01,32.4,Food
1965-09-01,32.3,Food
1965-10-01,32.5,Food
1965-11-01,32.6,Food
1965-12-01,32.8,Food
1966-01-01,33.0,Food
1966-02-01,33.5,Food
1966-03-01,33.8,Food
1966-04-01,33.8,Food
1966-05-01,33.7,Food
1966-06-01,33.7,Food
1966-07-01,33.5,Food
1966-08-01,34.0,Food
1966-09-01,34.1,Food
1966-10-01,34.2,Food
1966-11-01,34.1,Food
1966-12-01,34.0,Food
1967-01-01,33.9,Food
1967-02-01,33.8,Food
1967-03-01,33.8,Food
1967-04-01,33.7,Food
1967-05-01,33.7,Food
1967-06-01,34.0,Food
1967-07-01,34.1,Food
1967-08-01,34.3,Food
1967-09-01,34.3,Food
1967-10-01,34.4,Food
1967-11-01,34.5,Food
1967-12-01,34.6,Food
1968-01-01,34.6,Food
1968-02-01,34.8,Food
1968-03-01,34.9,Food
1968-04-01,35.0,Food
1968-05-01,35.1,Food
1968-06-01,35.2,Food
1968-07-01,35.3,Food
1968-08-01,35.4,Food
1968-09-01,35.6,Food
1968-10-01,35.9,Food
1968-11-01,35.9,Food
1968-12-01,36.0,Food
1969-01-01,36.1,Food
1969-02-01,36.1,Food
1969-03-01,36.2,Food
1969-04-01,36.4,Food
1969-05-01,36.6,Food
1969-06-01,37.0,Food
1969-07-01,37.3,Food
1969-08-01,37.5,Food
1969-09-01,37.7,Food
1969-10-01,37.8,Food
1969-11-01,38.2,Food
1969-12-01,38.6,Food
1970-01-01,38.7,Food
1970-02-01,38.9,Food
1970-03-01,38.9,Food
1970-04-01,39.0,Food
1970-05-01,39.2,Food
1970-06-01,39.2,Food
1970-07-01,39.2,Food
1970-08-01,39.2,Food
1970-09-01,39.4,Food
1970-10-01,39.5,Food
1970-11-01,39.5,Food
1970-12-01,39.5,Food
1971-01-01,39.4,Food
1971-02-01,39.5,Food
1971-03-01,39.8,Food
1971-04-01,40.1,Food
1971-05-01,40.3,Food
1971-06-01,40.5,Food
1971-07-01,40.6,Food
1971-08-01,40.6,Food
1971-09-01,40.6,Food
1971-10-01,40.7,Food
1971-11-01,40.9,Food
1971-12-01,41.3,Food
1972-01-01,41.1,Food
1972-02-01,41.7,Food
1972-03-01,41.6,Food
1972-04-01,41.6,Food
1972-05-01,41.7,Food
1972-06-01,41.9,Food
1972-07-01,42.1,Food
1972-08-01,42.2,Food
1972-09-01,42.5,Food
1972-10-01,42.8,Food
1972-11-01,43.0,Food
1972-12-01,43.2,Food
1973-01-01,44.0,Food
1973-02-01,44.6,Food
1973-03-01,45.8,Food
1973-04-01,46.5,Food
1973-05-01,47.1,Food
1973-06-01,47.6,Food
1973-07-01,47.7,Food
1973-08-01,50.5,Food
1973-09-01,50.4,Food
1973-10-01,50.7,Food
1973-11-01,51.4,Food
1973-12-01,51.9,Food
1974-01-01,52.5,Food
1974-02-01,53.6,Food
1974-03-01,54.2,Food
1974-04-01,54.1,Food
1974-05-01,54.5,Food
1974-06-01,54.5,Food
1974-07-01,54.3,Food
1974-08-01,55.1,Food
1974-09-01,56.2,Food
1974-10-01,56.8,Food
1974-11-01,57.5,Food
1974-12-01,58.2,Food
1975-01-01,58.4,Food
1975-02-01,58.5,Food
1975-03-01,58.4,Food
1975-04-01,58.3,Food
1975-05-01,58.6,Food
1975-06-01,59.2,Food
1975-07-01,60.3,Food
1975-08-01,60.3,Food
1975-09-01,60.7,Food
1975-10-01,61.3,Food
1975-11-01,61.7,Food
1975-12-01,62.1,Food
1976-01-01,61.9,Food
1976-02-01,61.3,Food
1976-03-01,60.9,Food
1976-04-01,60.9,Food
1976-05-01,61.1,Food
1976-06-01,61.3,Food
1976-07-01,61.6,Food
1976-08-01,61.8,Food
1976-09-01,62.1,Food
1976-10-01,62.4,Food
1976-11-01,62.3,Food
1976-12-01,62.5,Food
1977-01-01,62.7,Food
1977-02-01,63.9,Food
1977-03-01,64.2,Food
1977-04-01,65.0,Food
1977-05-01,65.3,Food
1977-06-01,65.7,Food
1977-07-01,65.9,Food
1977-08-01,66.2,Food
1977-09-01,66.4,Food
1977-10-01,66.6,Food
1977-11-01,67.1,Food
1977-12-01,67.4,Food
1978-01-01,67.9,Food
1978-02-01,68.6,Food
1978-03-01,69.5,Food
1978-04-01,70.6,Food
1978-05-01,71.6,Food
1978-06-01,72.7,Food
1978-07-01,73.0,Food
1978-08-01,73.3,Food
1978-09-01,73.6,Food
1978-10-01,74.2,Food
1978-11-01,74.7,Food
1978-12-01,75.1,Food
1979-01-01,76.4,Food
1979-02-01,77.7,Food
1979-03-01,78.4,Food
1979-04-01,79.0,Food
1979-05-01,79.7,Food
1979-06-01,80.0,Food
1979-07-01,80.5,Food
1979-08-01,80.4,Food
1979-09-01,80.9,Food
1979-10-01,81.5,Food
1979-11-01,82.0,Food
1979-12-01,82.8,Food
1980-01-01,83.3,Food
1980-02-01,83.4,Food
1980-03-01,84.1,Food
1980-04-01,84.7,Food
1980-05-01,85.2,Food
1980-06-01,85.7,Food
1980-07-01,86.6,Food
1980-08-01,88.0,Food
1980-09-01,89.1,Food
1980-10-01,89.8,Food
1980-11-01,90.8,Food
1980-12-01,91.3,Food
1981-01-01,91.6,Food
1981-02-01,92.1,Food
1981-03-01,92.6,Food
1981-04-01,92.8,Food
1981-05-01,92.8,Food
1981-06-01,93.2,Food
1981-07-01,93.9,Food
1981-08-01,94.4,Food
1981-09-01,94.8,Food
1981-10-01,95.0,Food
1981-11-01,95.1,Food
1981-12-01,95.3,Food
1982-01-01,95.6,Food
1982-02-01,96.3,Food
1982-03-01,96.2,Food
1982-04-01,96.4,Food
1982-05-01,97.2,Food
1982-06-01,98.1,Food
1982-07-01,98.2,Food
1982-08-01,98.0,Food
1982-09-01,98.2,Food
1982-10-01,98.2,Food
1982-11-01,98.2,Food
1982-12-01,98.2,Food
1983-01-01,98.1,Food
1983-02-01,98.2,Food
1983-03-01,98.8,Food
1983-04-01,99.2,Food
1983-05-01,99.5,Food
1983-06-01,99.6,Food
1983-07-01,99.6,Food
1983-08-01,99.7,Food
1983-09-01,100.0,Food
1983-10-01,100.3,Food
1983-11-01,100.3,Food
1983-12-01,100.6,Food
1984-01-01,102.0,Food
1984-02-01,102.7,Food
1984-03-01,102.9,Food
1984-04-01,102.9,Food
1984-05-01,102.7,Food
1984-06-01,103.1,Food
1984-07-01,103.3,Food
1984-08-01,103.9,Food
1984-09-01,103.8,Food
1984-10-01,104.0,Food
1984-11-01,104.1,Food
1984-12-01,104.5,Food
1985-01-01,104.7,Food
1985-02-01,105.2,Food
1985-03-01,105.5,Food
1985-04-01,105.4,Food
1985-05-01,105.2,Food
1985-06-01,105.5,Food
1985-07-01,105.5,Food
1985-08-01,105.6,Food
1985-09-01,105.8,Food
1985-10-01,105.8,Food
1985-11-01,106.5,Food
1985-12-01,107.3,Food
1986-01-01,107.5,Food
1986-02-01,107.3,Food
1986-03-01,107.5,Food
1986-04-01,107.7,Food
1986-05-01,108.2,Food
1986-06-01,108.3,Food
1986-07-01,109.1,Food
1986-08-01,110.1,Food
1986-09-01,110.2,Food
1986-10-01,110.5,Food
1986-11-01,111.1,Food
1986-12-01,111.4,Food
1987-01-01,111.8,Food
1987-02-01,112.2,Food
1987-03-01,112.4,Food
1987-04-01,112.6,Food
1987-05-01,113.2,Food
1987-06-01,113.9,Food
1987-07-01,113.7,Food
1987-08-01,113.9,Food
1987-09-01,114.3,Food
1987-10-01,114.5,Food
1987-11-01,114.5,Food
1987-12-01,115.1,Food
1988-01-01,115.6,Food
1988-02-01,115.6,Food
1988-03-01,115.8,Food
1988-04-01,116.4,Food
1988-05-01,116.9,Food
1988-06-01,117.6,Food
1988-07-01,118.8,Food
1988-08-01,119.4,Food
1988-09-01,120.1,Food
1988-10-01,120.3,Food
1988-11-01,120.5,Food
1988-12-01,121.1,Food
1989-01-01,121.6,Food
1989-02-01,122.5,Food
1989-03-01,123.2,Food
1989-04-01,123.9,Food
1989-05-01,124.7,Food
1989-06-01,125.1,Food
1989-07-01,125.6,Food
1989-08-01,125.9,Food
1989-09-01,126.3,Food
1989-10-01,126.8,Food
1989-11-01,127.4,Food
1989-12-01,127.8,Food
1990-01-01,129.7,Food
1990-02-01,130.8,Food
1990-03-01,131.0,Food
1990-04-01,130.8,Food
1990-05-01,131.1,Food
1990-06-01,132.1,Food
1990-07-01,132.8,Food
1990-08-01,133.2,Food
1990-09-01,133.6,Food
1990-10-01,134.1,Food
1990-11-01,134.5,Food
1990-12-01,134.6,Food
1991-01-01,135.0,Food
1991-02-01,135.1,Food
1991-03-01,135.3,Food
1991-04-01,136.1,Food
1991-05-01,136.6,Food
1991-06-01,137.4,Food
1991-07-01,136.7,Food
1991-08-01,136.2,Food
1991-09-01,136.4,Food
1991-10-01,136.2,Food
1991-11-01,136.7,Food
1991-12-01,137.0,Food
1992-01-01,136.6,Food
1992-02-01,137.1,Food
1992-03-01,137.6,Food
1992-04-01,137.5,Food
1992-05-01,137.2,Food
1992-06-01,137.6,Food
1992-07-01,137.4,Food
1992-08-01,138.4,Food
1992-09-01,138.9,Food
1992-10-01,138.9,Food
1992-11-01,138.7,Food
1992-12-01,138.8,Food
1993-01-01,139.1,Food
1993-02-01,139.6,Food
1993-03-01,139.6,Food
1993-04-01,140.0,Food
1993-05-01,141.0,Food
1993-06-01,140.6,Food
1993-07-01,140.6,Food
1993-08-01,141.1,Food
1993-09-01,141.4,Food
1993-10-01,142.0,Food
1993-11-01,142.3,Food
1993-12-01,142.8,Food
1994-01-01,142.9,Food
1994-02-01,142.7,Food
1994-03-01,142.7,Food
1994-04-01,143.0,Food
1994-05-01,143.3,Food
1994-06-01,143.8,Food
1994-07-01,144.6,Food
1994-08-01,145.1,Food
1994-09-01,145.3,Food
1994-10-01,145.3,Food
1994-11-01,145.6,Food
1994-12-01,146.8,Food
1995-01-01,146.7,Food
1995-02-01,147.3,Food
1995-03-01,147.1,Food
1995-04-01,148.1,Food
1995-05-01,148.2,Food
1995-06-01,148.3,Food
1995-07-01,148.5,Food
1995-08-01,148.6,Food
1995-09-01,149.1,Food
1995-10-01,149.5,Food
1995-11-01,149.6,Food
1995-12-01,149.9,Food
1996-01-01,150.4,Food
1996-02-01,150.8,Food
1996-03-01,151.4,Food
1996-04-01,152.0,Food
1996-05-01,151.9,Food
1996-06-01,152.9,Food
1996-07-01,153.4,Food
1996-08-01,153.9,Food
1996-09-01,154.6,Food
1996-10-01,155.5,Food
1996-11-01,156.1,Food
1996-12-01,156.3,Food
1997-01-01,155.9,Food
1997-02-01,156.5,Food
1997-03-01,156.6,Food
1997-04-01,156.5,Food
1997-05-01,156.6,Food
1997-06-01,156.9,Food
1997-07-01,157.2,Food
1997-08-01,157.7,Food
1997-09-01,158.0,Food
1997-10-01,158.3,Food
1997-11-01,158.6,Food
1997-12-01,158.7,Food
1998-01-01,159.5,Food
1998-02-01,159.4,Food
1998-03-01,159.7,Food
1998-04-01,159.7,Food
1998-05-01,160.3,Food
1998-06-01,160.2,Food
1998-07-01,160.6,Food
1998-08-01,161.0,Food
1998-09-01,161.1,Food
1998-10-01,162.0,Food
1998-11-01,162.2,Food
1998-12-01,162.4,Food
1999-01-01,163.0,Food
1999-02-01,163.3,Food
1999-03-01,163.3,Food
1999-04-01,163.5,Food
1999-05-01,163.8,Food
1999-06-01,163.7,Food
1999-07-01,163.9,Food
1999-08-01,164.2,Food
1999-09-01,164.6,Food
1999-10-01,165.0,Food
1999-11-01,165.3,Food
1999-12-01,165.5,Food
2000-01-01,165.6,Food
2000-02-01,166.2,Food
2000-03-01,166.5,Food
2000-04-01,166.7,Food
2000-05-01,167.3,Food
2000-06-01,167.4,Food
2000-07-01,168.3,Food
2000-08-01,168.7,Food
2000-09-01,168.9,Food
2000-10-01,169.0,Food
2000-11-01,169.2,Food
2000-12-01,170.0,Food
2001-01-01,170.3,Food
2001-02-01,171.2,Food
2001-03-01,171.7,Food
2001-04-01,172.1,Food
2001-05-01,172.4,Food
2001-06-01,173.1,Food
2001-07-01,173.6,Food
2001-08-01,174.0,Food
2001-09-01,174.2,Food
2001-10-01,174.8,Food
2001-11-01,174.9,Food
2001-12-01,174.7,Food
2002-01-01,175.3,Food
2002-02-01,175.7,Food
2002-03-01,176.1,Food
2002-04-01,176.4,Food
2002-05-01,175.8,Food
2002-06-01,175.9,Food
2002-07-01,176.1,Food
2002-08-01,176.1,Food
2002-09-01,176.5,Food
2002-10-01,176.4,Food
2002-11-01,176.9,Food
2002-12-01,177.1,Food
2003-01-01,177.1,Food
2003-02-01,178.1,Food
2003-03-01,178.4,Food
2003-04-01,178.5,Food
2003-05-01,178.8,Food
2003-06-01,179.7,Food
2003-07-01,179.8,Food
2003-08-01,180.5,Food
2003-09-01,180.9,Food
2003-10-01,181.6,Food
2003-11-01,182.6,Food
2003-12-01,183.5,Food
2004-01-01,183.4,Food
2004-02-01,183.9,Food
2004-03-01,184.2,Food
2004-04-01,184.6,Food
2004-05-01,186.1,Food
2004-06-01,186.4,Food
2004-07-01,186.8,Food
2004-08-01,187.0,Food
2004-09-01,186.9,Food
2004-10-01,187.8,Food
2004-11-01,188.4,Food
2004-12-01,188.4,Food
2005-01-01,188.7,Food
2005-02-01,188.6,Food
2005-03-01,189.1,Food
2005-04-01,190.4,Food
2005-05-01,190.6,Food
2005-06-01,190.5,Food
2005-07-01,190.9,Food
2005-08-01,191.1,Food
2005-09-01,191.5,Food
2005-10-01,192.0,Food
2005-11-01,192.6,Food
2005-12-01,192.9,Food
2006-01-01,193.6,Food
2006-02-01,193.7,Food
2006-03-01,194.0,Food
2006-04-01,193.8,Food
2006-05-01,194.1,Food
2006-06-01,194.7,Food
2006-07-01,195.2,Food
2006-08-01,195.7,Food
2006-09-01,196.3,Food
2006-10-01,196.9,Food
2006-11-01,197.0,Food
2006-12-01,197.1,Food
2007-01-01,198.378,Food
2007-02-01,199.736,Food
2007-03-01,200.432,Food
2007-04-01,200.952,Food
2007-05-01,201.735,Food
2007-06-01,202.557,Food
2007-07-01,203.232,Food
2007-08-01,204.008,Food
2007-09-01,205.003,Food
2007-10-01,205.651,Food
2007-11-01,206.493,Food
2007-12-01,206.874,Food
2008-01-01,208.126,Food
2008-02-01,208.901,Food
2008-03-01,209.324,Food
2008-04-01,211.127,Food
2008-05-01,212.019,Food
2008-06-01,213.333,Food
2008-07-01,215.434,Food
2008-08-01,216.528,Food
2008-09-01,217.768,Food
2008-10-01,218.667,Food
2008-11-01,219.07,Food
2008-12-01,219.073,Food
2009-01-01,219.234,Food
2009-02-01,218.949,Food
2009-03-01,218.51,Food
2009-04-01,218.175,Food
2009-05-01,217.813,Food
2009-06-01,217.813,Food
2009-07-01,217.387,Food
2009-08-01,217.376,Food
2009-09-01,217.258,Food
2009-10-01,217.452,Food
2009-11-01,217.581,Food
2009-12-01,217.904,Food
2010-01-01,218.489,Food
2010-02-01,218.552,Food
2010-03-01,218.99,Food
2010-04-01,219.209,Food
2010-05-01,219.331,Food
2010-06-01,219.285,Food
2010-07-01,219.234,Food
2010-08-01,219.48,Food
2010-09-01,220.219,Food
2010-10-01,220.521,Food
2010-11-01,220.946,Food
2010-12-01,221.215,Food
2011-01-01,222.469,Food
2011-02-01,223.504,Food
2011-03-01,225.213,Food
2011-04-01,226.072,Food
2011-05-01,226.94,Food
2011-06-01,227.515,Food
2011-07-01,228.482,Food
2011-08-01,229.634,Food
2011-09-01,230.682,Food
2011-10-01,230.899,Food
2011-11-01,231.118,Food
2011-12-01,231.557,Food
2012-01-01,232.213,Food
2012-02-01,232.14,Food
2012-03-01,232.591,Food
2012-04-01,233.044,Food
2012-05-01,233.219,Food
2012-06-01,233.683,Food
2012-07-01,233.845,Food
2012-08-01,234.244,Food
2012-09-01,234.404,Food
2012-10-01,234.843,Food
2012-11-01,235.253,Food
2012-12-01,235.677,Food
2013-01-01,236.011,Food
2013-02-01,235.992,Food
2013-03-01,236.213,Food
2013-04-01,236.655,Food
2013-05-01,236.454,Food
2013-06-01,236.98,Food
2013-07-01,237.184,Food
2013-08-01,237.451,Food
2013-09-01,237.519,Food
2013-10-01,237.75,Food
2013-11-01,237.947,Food
2013-12-01,238.182,Food
2014-01-01,238.492,Food
2014-02-01,239.408,Food
2014-03-01,240.447,Food
2014-04-01,241.241,Food
2014-05-01,242.408,Food
2014-06-01,242.646,Food
2014-07-01,243.235,Food
2014-08-01,243.792,Food
2014-09-01,244.48,Food
2014-10-01,244.866,Food
2014-11-01,245.394,Food
2014-12-01,246.237,Food
2015-01-01,246.197,Food
2015-02-01,246.495,Food
2015-03-01,246.072,Food
2015-04-01,246.002,Food
2015-05-01,246.239,Food
2015-06-01,246.937,Food
2015-07-01,247.157,Food
2015-08-01,247.742,Food
2015-09-01,248.492,Food
2015-10-01,248.755,Food
2015-11-01,248.525,Food
2015-12-01,248.206,Food
2016-01-01,248.353,Food
2016-02-01,248.606,Food
2016-03-01,248.029,Food
2016-04-01,248.235,Food
2016-05-01,247.856,Food
2016-06-01,247.683,Food
2016-07-01,247.658,Food
2016-08-01,247.746,Food
2016-09-01,247.772,Food
2016-10-01,247.812,Food
2016-11-01,247.741,Food
2016-12-01,247.725,Food
2017-01-01,248.065,Food
2017-02-01,248.735,Food
2017-03-01,249.244,Food
2017-04-01,249.589,Food
2017-05-01,249.972,Food
2017-06-01,249.77,Food
2017-07-01,250.185,Food
2017-08-01,250.469,Food
2017-09-01,250.826,Food
2017-10-01,251.048,Food
2017-11-01,251.195,Food
2017-12-01,251.716,Food
2018-01-01,252.253,Food
2018-02-01,252.248,Food
2018-03-01,252.412,Food
2018-04-01,253.016,Food
2018-05-01,253.018,Food
2018-06-01,253.278,Food
2018-07-01,253.673,Food
2018-08-01,254.034,Food
2018-09-01,254.283,Food
2018-10-01,254.081,Food
2018-11-01,254.75,Food
2018-12-01,255.673,Food
2019-01-01,256.381,Food
2019-02-01,257.233,Food
2019-03-01,257.752,Food
2019-04-01,257.479,Food
2019-05-01,258.008,Food
2019-06-01,258.043,Food
2019-07-01,258.144,Food
2019-08-01,258.329,Food
2019-09-01,258.88,Food
2019-10-01,259.371,Food
2019-11-01,259.902,Food
2019-12-01,260.274,Food
2020-01-01,261.097,Food
2020-02-01,261.912,Food
2020-03-01,262.734,Food
2020-04-01,266.505,Food
2020-05-01,268.326,Food
2020-06-01,269.656,Food
2020-07-01,268.657,Food
2020-08-01,268.958,Food
2020-09-01,269.124,Food
2020-10-01,269.557,Food
2020-11-01,269.563,Food
2020-12-01,270.469,Food
2021-01-01,271.035,Food
2021-02-01,271.429,Food
2021-03-01,271.861,Food
2021-04-01,272.827,Food
2021-05-01,274.092,Food
2021-06-01,276.067,Food
2021-07-01,277.877,Food
2021-08-01,278.969,Food
2021-09-01,281.468,Food
2021-10-01,283.912,Food
2021-11-01,286.05,Food
2021-12-01,287.44,Food
2022-01-01,289.959,Food
2022-02-01,292.912,Food
2022-03-01,295.809,Food
2022-04-01,298.379,Food
2022-05-01,301.879,Food
2022-06-01,304.867,Food
2022-07-01,308.22,Food
2022-08-01,310.664,Food
2022-09-01,313.101,Food
1952-01-01,31.2,Food at home
1952-02-01,30.7,Food at home
1952-03-01,30.7,Food at home
1952-04-01,30.8,Food at home
1952-05-01,30.8,Food at home
1952-06-01,30.6,Food at home
1952-07-01,30.8,Food at home
1952-08-01,30.9,Food at home
1952-09-01,30.8,Food at home
1952-10-01,30.8,Food at home
1952-11-01,31.2,Food at home
1952-12-01,30.9,Food at home
1953-01-01,30.6,Food at home
